delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_num,expected_time_hours_num,zero_hour_flag,is_delayed_flag,delayed_original_binary,computed_delayed
20877.0,fedex,automobile parts,scooter,express,west,stormy,186.8,8.95,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,3,1010.85,8.0,5,0,1,1,1
20878.0,ecom express,cosmetics,ev van,same day,east,hot,180.9,11.4,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1038.7,7.0,8,0,0,0,0
20879.0,ecom express,documents,van,express,west,stormy,95.7,48.68,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,delayed,3,674.54,7.0,3,0,1,1,1
20880.0,dhl,electronics,ev bike,express,south,hot,185.2,5.99,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,delayed,3,993.97,9.0,5,0,1,1,1
20881.0,delhivery,fragile items,scooter,express,central,clear,230.4,19.11,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,delayed,3,1259.33,10.0,6,0,1,1,1
20882.0,ekart,electronics,ev van,standard,south,clear,243.5,24.15,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1289.95,8.0,24,0,0,0,0
20883.0,fedex,furniture,ev bike,standard,east,clear,235.0,25.9,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1252.7,6.0,24,0,0,0,0
20884.0,dhl,electronics,bike,standard,central,hot,151.8,39.37,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,877.11,4.0,24,0,0,0,0
20885.0,delhivery,cosmetics,ev bike,express,west,hot,228.7,15.18,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,delivered,4,1239.04,4.0,6,0,0,0,0
20886.0,ecom express,clothing,ev van,standard,east,stormy,17.6,8.96,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,114.88,5.0,24,0,0,0,0
20887.0,ekart,groceries,ev van,express,north,foggy,219.2,18.13,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,4,1200.39,5.0,6,0,0,0,0
20888.0,shadowfax,pharmacy,ev bike,two day,south,cold,76.9,10.09,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,4,414.77,1.0,16,0,0,0,0
20889.0,ecom express,groceries,ev bike,standard,east,foggy,26.7,29.43,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,221.79,5.0,24,0,0,0,0
20890.0,fedex,cosmetics,truck,same day,central,cold,143.1,36.13,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,923.89,4.0,8,0,0,0,0
20891.0,xpressbees,furniture,bike,same day,central,clear,56.1,23.86,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,452.08,2.0,8,0,0,0,0
20892.0,delhivery,groceries,bike,standard,east,clear,293.6,46.9,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1608.7,9.0,24,0,0,0,0
20893.0,xpressbees,documents,scooter,express,south,hot,57.0,14.94,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,delayed,3,379.82,3.0,3,0,1,1,0
20894.0,amazon logistics,groceries,scooter,express,north,cold,280.4,24.13,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,5,1524.39,7.0,7,0,0,0,0
20895.0,ecom express,documents,ev van,express,east,stormy,252.0,7.71,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,yes,delayed,3,1333.13,7.0,7,0,1,1,0
20896.0,delhivery,pharmacy,ev van,express,north,clear,254.1,6.49,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,3,1339.97,10.0,7,0,1,1,1
20897.0,ekart,cosmetics,scooter,express,north,foggy,132.7,1.18,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,delayed,3,717.04,7.0,4,0,1,1,1
20898.0,delhivery,pharmacy,van,same day,central,stormy,80.3,39.06,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,618.68,7.0,8,0,0,0,0
20899.0,ecom express,electronics,ev bike,same day,east,hot,144.6,30.23,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,913.69,3.0,8,0,0,0,0
20900.0,ekart,fragile items,ev bike,express,south,stormy,286.3,44.84,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,delayed,2,1616.02,9.0,7,0,1,1,1
20901.0,fedex,fragile items,ev van,express,east,stormy,91.1,7.49,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000003,yes,delayed,2,527.97,9.0,3,0,1,1,1
20902.0,fedex,fragile items,ev bike,two day,south,rainy,41.1,35.04,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,310.62,5.0,16,0,0,0,0
20903.0,xpressbees,electronics,ev bike,two day,central,clear,228.6,21.42,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1207.26,5.0,16,0,0,0,0
20904.0,ecom express,fragile items,ev bike,same day,east,hot,143.8,45.18,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,954.54,6.0,8,0,0,0,0
20905.0,ekart,furniture,ev van,same day,west,clear,73.8,7.77,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,492.31,4.0,8,0,0,0,0
20906.0,amazon logistics,fragile items,van,standard,east,stormy,14.5,34.61,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,176.33,8.0,24,0,0,0,0
20907.0,ekart,fragile items,scooter,same day,east,foggy,242.3,42.05,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1437.65,8.0,8,0,1,1,0
20908.0,blue dart,fragile items,ev van,express,east,stormy,77.9,18.06,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,493.68,5.0,3,0,1,1,1
20909.0,delhivery,clothing,bike,same day,west,stormy,4.7,13.92,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,165.26,6.0,8,0,0,0,0
20910.0,dhl,furniture,scooter,same day,central,hot,295.0,48.75,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1632.7206,6.0,8,0,0,0,0
20911.0,shadowfax,cosmetics,bike,two day,south,clear,255.2,33.24,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,1375.72,8.0,16,0,0,0,0
20912.0,amazon logistics,pharmacy,ev van,two day,south,foggy,186.8,30.81,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1026.43,6.0,16,0,0,0,0
20913.0,amazon logistics,fragile items,ev van,express,west,rainy,177.5,27.71,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,failed,2,1020.63,10.0,5,0,0,1,1
20914.0,fedex,cosmetics,van,standard,north,clear,63.7,3.96,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,330.38,4.0,24,0,0,0,0
20915.0,dhl,electronics,bike,standard,east,cold,127.6,42.56,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,765.68,3.0,24,0,0,0,0
20916.0,blue dart,clothing,scooter,express,central,rainy,187.1,12.23,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,delayed,2,1022.19,9.0,5,0,1,1,1
20917.0,ecom express,pharmacy,truck,express,west,clear,90.8,46.58,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,no,delivered,4,643.74,3.0,3,0,0,0,0
20918.0,dhl,groceries,van,same day,south,rainy,204.9,25.29,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,3,1200.37,10.0,8,0,1,1,1
20919.0,xpressbees,groceries,ev bike,express,east,hot,192.7,19.08,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,3,1070.74,6.0,5,0,1,1,1
20920.0,shadowfax,automobile parts,ev bike,express,central,hot,270.4,45.13,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,3,1537.39,11.0,7,0,1,1,1
20921.0,ecom express,electronics,van,same day,east,rainy,28.2,43.39,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,371.17,4.0,8,0,0,0,0
20922.0,ecom express,furniture,truck,express,central,rainy,13.4,8.39,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,2,142.17,5.0,2,0,1,1,1
20923.0,xpressbees,documents,bike,standard,central,foggy,3.6,49.05,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,3,153.15,3.0,24,0,0,0,0
20924.0,shadowfax,electronics,bike,express,west,foggy,294.0,3.11,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1529.33,11.0,7,0,1,1,1
20925.0,blue dart,groceries,van,same day,west,stormy,182.3,13.33,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,3,1051.49,13.0,8,0,1,1,1
20926.0,delhivery,groceries,bike,standard,north,foggy,226.6,26.4,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,1212.2,7.0,24,0,0,0,0
20927.0,fedex,furniture,bike,standard,south,stormy,194.5,4.7,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,986.6,8.0,24,0,0,0,0
20928.0,xpressbees,clothing,ev bike,same day,north,cold,69.9,27.61,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,532.33,2.0,8,0,0,0,0
20929.0,xpressbees,cosmetics,bike,standard,east,stormy,200.6,27.95,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1086.85,8.0,24,0,0,0,0
20930.0,ekart,groceries,scooter,two day,north,cold,198.1,3.45,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,1000.85,4.0,16,0,0,0,0
20931.0,fedex,pharmacy,ev bike,express,west,rainy,273.1,4.27,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,2,1428.31,10.0,7,0,1,1,1
20932.0,amazon logistics,furniture,scooter,two day,east,rainy,107.2,41.15,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,659.45,7.0,16,0,0,0,0
20933.0,delhivery,pharmacy,scooter,standard,central,foggy,190.0,27.18,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1031.54,7.0,24,0,0,0,0
20934.0,dhl,furniture,ev bike,express,west,foggy,118.2,41.64,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,failed,1,765.92,7.0,4,0,0,1,1
20935.0,ecom express,documents,bike,express,south,cold,53.1,48.45,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,460.85,2.0,3,0,0,0,0
20936.0,blue dart,furniture,scooter,express,south,rainy,230.7,19.64,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,yes,delayed,3,1262.42,12.0,6,0,1,1,1
20937.0,ekart,furniture,truck,express,east,foggy,140.2,10.24,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,3,781.72,5.0,4,0,1,1,1
20938.0,fedex,electronics,bike,express,north,cold,122.2,5.4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,2,677.2,5.0,4,0,1,1,1
20939.0,xpressbees,cosmetics,truck,standard,west,rainy,138.5,21.97,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,758.41,6.0,24,0,0,0,0
20940.0,ekart,furniture,van,standard,north,stormy,273.1,8.84,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000024,no,delivered,5,1392.02,16.0,24,0,0,0,0
20941.0,amazon logistics,documents,scooter,express,central,foggy,181.8,3.61,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,failed,1,969.83,7.0,5,0,0,1,1
20942.0,ekart,electronics,truck,same day,east,clear,68.0,4.7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,3,454.1,3.0,8,0,0,0,0
20943.0,dhl,documents,bike,express,east,rainy,128.4,3.45,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,delayed,3,702.35,8.0,4,0,1,1,1
20944.0,shadowfax,groceries,truck,standard,north,clear,31.2,40.4,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,277.2,1.0,24,0,0,0,0
20945.0,delhivery,fragile items,van,same day,west,cold,95.1,43.54,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,706.12,4.0,8,0,0,0,0
20946.0,xpressbees,pharmacy,bike,express,west,cold,103.7,30.75,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,660.75,6.0,4,0,1,1,1
20947.0,xpressbees,groceries,ev bike,standard,east,rainy,43.4,20.03,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,277.09,7.0,24,0,0,0,0
20948.0,amazon logistics,clothing,van,standard,south,foggy,262.1,26.41,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,3,1389.73,12.0,24,0,0,0,0
20949.0,ekart,documents,bike,same day,central,cold,187.7,20.23,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1099.19,7.0,8,0,0,0,0
20950.0,dhl,automobile parts,van,standard,east,cold,5.9,20.06,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,95.6674,2.0,24,0,0,0,0
20951.0,ecom express,clothing,ev bike,two day,west,stormy,31.0,3.62,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,165.86,6.0,16,0,0,0,0
20952.0,delhivery,pharmacy,van,same day,west,stormy,292.8,22.73,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.19,12.0,8,0,1,1,1
20953.0,fedex,furniture,van,express,east,cold,30.5,9.62,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,3,231.36,2.0,2,0,0,0,0
20954.0,fedex,clothing,bike,two day,east,stormy,206.7,19.93,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,1093.29,12.0,16,0,0,0,0
20955.0,fedex,fragile items,bike,same day,west,rainy,227.2,47.34,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1378.02,11.0,8,0,1,1,1
20956.0,dhl,groceries,scooter,same day,central,hot,265.7,33.64,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1529.42,8.0,8,0,1,1,0
20957.0,xpressbees,pharmacy,scooter,standard,west,cold,260.8,14.25,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1346.75,10.0,24,0,0,0,0
20958.0,blue dart,electronics,truck,standard,central,hot,200.7,36.4,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1112.7,8.0,24,0,0,0,0
20959.0,ecom express,automobile parts,van,same day,south,hot,199.7,37.06,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,1209.68,3.0,8,0,0,0,0
20960.0,ecom express,electronics,bike,express,north,stormy,144.9,44.95,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,delayed,2,909.35,7.0,4,0,1,1,1
20961.0,blue dart,documents,truck,two day,north,stormy,18.7,13.3,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,133.4,5.0,16,0,0,0,0
20962.0,ecom express,automobile parts,ev van,same day,north,clear,181.0,5.3,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1020.9,7.0,8,0,0,0,0
20963.0,ekart,pharmacy,ev van,standard,east,clear,114.3,29.31,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,659.43,3.0,24,0,0,0,0
20964.0,delhivery,cosmetics,ev van,two day,central,hot,148.7,32.09,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,839.77,7.0,16,0,0,0,0
20965.0,dhl,documents,van,two day,north,cold,195.4,30.25,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1067.75,6.0,16,0,0,0,0
20966.0,amazon logistics,fragile items,van,same day,west,hot,187.4,8.11,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1061.33,6.0,8,0,0,0,0
20967.0,amazon logistics,automobile parts,bike,two day,central,hot,230.6,4.71,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1167.13,5.0,16,0,0,0,0
20968.0,shadowfax,pharmacy,ev bike,standard,central,cold,205.6,30.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,1118.3,4.0,24,0,0,0,0
20969.0,amazon logistics,clothing,van,same day,central,stormy,254.4,29.26,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1459.78,11.0,8,0,1,1,1
20970.0,ekart,automobile parts,truck,same day,north,clear,294.8,26.73,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,failed,1,1632.7206,10.0,8,0,0,1,1
20971.0,amazon logistics,electronics,scooter,standard,north,rainy,114.7,18.91,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,630.23,4.0,24,0,0,0,0
20972.0,shadowfax,automobile parts,scooter,standard,central,cold,153.0,48.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,910.32,6.0,24,0,0,0,0
20973.0,blue dart,electronics,ev bike,same day,north,cold,7.5,10.28,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000008,no,delivered,4,168.34,,8,1,0,0,0
20974.0,blue dart,electronics,van,express,central,foggy,77.1,6.43,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,3,454.79,6.0,3,0,1,1,1
20975.0,ekart,electronics,truck,same day,central,clear,156.0,6.43,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,899.29,4.0,8,0,0,0,0
20976.0,delhivery,clothing,ev van,two day,south,rainy,112.2,29.69,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,650.07,9.0,16,0,0,0,0
20977.0,ekart,cosmetics,scooter,same day,central,hot,131.6,42.91,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,886.73,4.0,8,0,0,0,0
20978.0,ecom express,groceries,bike,two day,north,hot,155.5,18.78,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,833.84,6.0,16,0,0,0,0
20979.0,ekart,electronics,ev bike,standard,north,cold,248.1,43.82,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,1371.96,5.0,24,0,0,0,0
20980.0,shadowfax,groceries,truck,express,south,hot,14.1,39.84,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,failed,1,240.02,3.0,2,0,0,1,1
20981.0,ecom express,automobile parts,van,two day,south,hot,187.9,4.97,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,954.41,6.0,16,0,0,0,0
20982.0,ekart,furniture,truck,same day,east,clear,173.8,20.11,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1029.33,8.0,8,0,1,1,0
20983.0,xpressbees,cosmetics,ev van,express,south,rainy,108.0,29.84,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,delayed,2,679.52,8.0,4,0,1,1,1
20984.0,fedex,documents,scooter,express,south,rainy,227.1,45.47,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,yes,delayed,3,1321.91,12.0,6,0,1,1,1
20985.0,ekart,furniture,ev bike,same day,south,stormy,297.1,21.85,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.7206,12.0,8,0,1,1,1
20986.0,ecom express,fragile items,truck,standard,north,foggy,199.3,39.32,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1114.46,6.0,24,0,0,0,0
20987.0,shadowfax,cosmetics,ev bike,standard,west,clear,201.6,46.08,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,3,1146.24,3.0,24,0,0,0,0
20988.0,dhl,electronics,ev van,two day,central,cold,71.2,35.6,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,462.8,4.0,16,0,0,0,0
20989.0,amazon logistics,pharmacy,bike,two day,east,foggy,262.0,30.35,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1401.05,8.0,16,0,0,0,0
20990.0,ecom express,fragile items,bike,two day,south,clear,34.6,3.21,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,182.63,2.0,16,0,0,0,0
20991.0,amazon logistics,clothing,bike,express,central,hot,234.6,25.26,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,3,1298.78,8.0,6,0,1,1,1
20992.0,amazon logistics,groceries,scooter,express,central,hot,268.3,15.48,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,3,1437.94,10.0,7,0,1,1,1
20993.0,ekart,pharmacy,van,express,east,cold,216.9,5.06,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,delivered,5,1149.68,4.0,6,0,0,0,0
20994.0,dhl,electronics,scooter,two day,south,cold,95.1,11.9,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,511.2,4.0,16,0,0,0,0
20995.0,ekart,cosmetics,ev bike,standard,west,foggy,158.3,32.47,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,888.91,7.0,24,0,0,0,0
20996.0,xpressbees,fragile items,ev bike,standard,central,cold,260.0,1.22,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1303.66,7.0,24,0,0,0,0
20997.0,amazon logistics,furniture,van,express,north,hot,23.1,9.39,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,2,193.67,3.0,2,0,1,1,1
20998.0,shadowfax,furniture,truck,same day,south,rainy,75.1,32.11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,571.83,7.0,8,0,0,0,0
20999.0,shadowfax,electronics,scooter,express,central,hot,64.3,22.38,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,5,438.64,1.0,3,0,0,0,0
21000.0,xpressbees,cosmetics,truck,two day,north,stormy,191.1,24.18,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1028.04,10.0,16,0,0,0,0
21001.0,blue dart,automobile parts,scooter,same day,south,rainy,33.3,9.47,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,294.91,7.0,8,0,0,0,0
21002.0,dhl,fragile items,ev bike,two day,central,foggy,81.5,1.19,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,411.07,5.0,16,0,0,0,0
21003.0,xpressbees,furniture,scooter,standard,central,rainy,254.9,25.08,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000024,no,delivered,4,1349.74,13.0,24,0,0,0,0
21004.0,delhivery,electronics,ev van,same day,south,stormy,185.9,24.13,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,1101.89,10.0,8,0,1,1,1
21005.0,ecom express,documents,ev van,express,central,foggy,159.2,45.6,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,982.8,7.0,5,0,1,1,1
21006.0,blue dart,documents,scooter,express,south,stormy,30.9,2.29,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,yes,delayed,2,211.37,6.0,2,0,1,1,1
21007.0,amazon logistics,electronics,truck,standard,south,stormy,48.7,9.55,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,272.15,5.0,24,0,0,0,0
21008.0,shadowfax,clothing,ev bike,same day,east,cold,34.2,11.1,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,304.3,3.0,8,0,0,0,0
21009.0,amazon logistics,pharmacy,ev van,express,east,foggy,58.8,6.5,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,2,363.5,4.0,3,0,1,1,1
21010.0,xpressbees,electronics,van,two day,west,hot,71.3,35.56,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,463.18,2.0,16,0,0,0,0
21011.0,fedex,electronics,truck,same day,south,foggy,129.9,15.65,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,3,796.45,6.0,8,0,0,0,0
21012.0,xpressbees,automobile parts,bike,standard,west,stormy,100.1,41.82,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,625.96,9.0,24,0,0,0,0
21013.0,dhl,pharmacy,scooter,same day,north,rainy,10.3,17.76,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,204.78,7.0,8,0,0,0,0
21014.0,shadowfax,fragile items,scooter,standard,north,cold,247.5,24.67,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,1311.51,6.0,24,0,0,0,0
21015.0,ecom express,documents,scooter,same day,south,stormy,247.7,35.09,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000008,yes,delayed,2,1443.77,14.0,8,0,1,1,1
21016.0,delhivery,groceries,van,express,central,cold,111.9,44.62,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,3,743.36,3.0,4,0,0,0,0
21017.0,dhl,pharmacy,ev bike,standard,west,stormy,269.8,3.62,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1359.86,10.0,24,0,0,0,0
21018.0,delhivery,cosmetics,ev van,same day,north,clear,290.4,36.01,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1632.7206,7.0,8,0,0,0,0
21019.0,fedex,groceries,truck,express,north,stormy,114.5,1.28,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000004,yes,delayed,2,626.34,10.0,4,0,1,1,1
21020.0,amazon logistics,automobile parts,van,standard,central,stormy,202.4,25.48,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1088.44,9.0,24,0,0,0,0
21021.0,delhivery,cosmetics,ev bike,standard,east,hot,257.9,27.21,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,1371.13,7.0,24,0,0,0,0
